Review_ID,Customer_ID,Product_ID,Rating,Review_Text,Review_Date,Sentiment
REV01603,CUST00338,PROD01703,4,Highly recommend this product.,2021-05-05,Positive
REV01604,CUST00617,PROD01497,3,"Delivery was fine, product is okay.",2022-04-25,Neutral
REV01605,CUST03191,PROD01915,4,Highly recommend this product.,2025-09-05,Positive
REV01606,CUST03884,PROD00666,1,Did not like the material.,2024-09-20,Negative
REV01607,CUST03440,PROD00761,1,Very disappointing purchase.,2024-07-23,Negative
REV01608,CUST03288,PROD00472,5,Perfect fit and very comfortable.,2023-04-07,Positive
REV01609,CUST00582,PROD01471,4,Highly recommend this product.,2023-10-20,Positive
REV01610,CUST00812,PROD01405,4,Perfect fit and very comfortable.,2023-09-07,Positive
REV01611,CUST02168,PROD00839,5,Perfect fit and very comfortable.,2024-02-11,Positive
REV01612,CUST00478,PROD00749,3,"Delivery was fine, product is okay.",2022-06-08,Neutral
REV01613,CUST00215,PROD01438,4,Fabric is really soft and premium.,2025-10-19,Positive
REV01614,CUST00065,PROD01725,4,"Amazing quality, loved it!",2024-10-08,Positive
REV01615,CUST03135,PROD01923,1,Very disappointing purchase.,2023-04-01,Negative
REV01616,CUST00907,PROD01540,4,"Amazing quality, loved it!",2023-08-15,Positive
REV01617,CUST00476,PROD00267,5,Stylish and worth the price.,2022-03-19,Positive
REV01618,CUST04301,PROD00384,3,"Not bad, not great.",2025-03-21,Neutral
REV01619,CUST03433,PROD01803,5,"Amazing quality, loved it!",2025-05-29,Positive
REV01620,CUST01198,PROD00837,3,"Average quality, expected better.",2021-02-02,Neutral
REV01621,CUST02576,PROD01315,5,"Amazing quality, loved it!",2022-01-20,Positive
REV01622,CUST01083,PROD01967,4,"Amazing quality, loved it!",2022-09-03,Positive
REV01623,CUST03281,PROD00263,4,Fabric is really soft and premium.,2023-05-13,Positive
REV01624,CUST03019,PROD01343,5,Perfect fit and very comfortable.,2023-01-16,Positive
REV01625,CUST00392,PROD01110,4,Fabric is really soft and premium.,2023-04-28,Positive
REV01626,CUST03051,PROD01149,4,"Amazing quality, loved it!",2021-10-04,Positive
REV01627,CUST03393,PROD01237,2,Very poor quality.,2023-12-27,Negative
REV01628,CUST02837,PROD01620,5,Stylish and worth the price.,2021-02-20,Positive
REV01629,CUST03308,PROD00626,4,Perfect fit and very comfortable.,2024-10-16,Positive
REV01630,CUST04520,PROD01751,5,Highly recommend this product.,2025-08-17,Positive
REV01631,CUST03078,PROD00583,2,Did not like the material.,2022-04-03,Negative
REV01632,CUST02178,PROD01028,5,Fabric is really soft and premium.,2023-03-11,Positive
REV01633,CUST04536,PROD01400,3,"Average quality, expected better.",2025-10-23,Neutral
REV01634,CUST04161,PROD01086,4,"Amazing quality, loved it!",2023-06-22,Positive
REV01635,CUST01465,PROD00536,4,"Amazing quality, loved it!",2021-06-24,Positive
REV01636,CUST01814,PROD00426,3,Fit is decent but not perfect.,2022-10-30,Neutral
REV01637,CUST02615,PROD00845,4,Perfect fit and very comfortable.,2023-05-08,Positive
REV01638,CUST03852,PROD00976,4,"Amazing quality, loved it!",2024-01-01,Positive
REV01639,CUST03058,PROD00396,5,"Amazing quality, loved it!",2025-01-06,Positive
REV01640,CUST02682,PROD00483,5,Fabric is really soft and premium.,2023-10-27,Positive
REV01641,CUST03692,PROD01648,4,"Amazing quality, loved it!",2025-08-24,Positive
REV01642,CUST00370,PROD00652,5,Fabric is really soft and premium.,2024-05-16,Positive
REV01643,CUST03430,PROD01410,4,Perfect fit and very comfortable.,2023-04-19,Positive
REV01644,CUST03453,PROD01608,3,"Not bad, not great.",2022-06-24,Neutral
REV01645,CUST01011,PROD01045,5,Highly recommend this product.,2022-08-30,Positive
REV01646,CUST00367,PROD01512,3,"Not bad, not great.",2023-07-01,Neutral
REV01647,CUST01303,PROD01906,5,Highly recommend this product.,2023-07-30,Positive
REV01648,CUST02518,PROD00814,3,Fit is decent but not perfect.,2025-07-23,Neutral
REV01649,CUST02179,PROD01461,4,Stylish and worth the price.,2022-07-23,Positive
REV01650,CUST03072,PROD00717,3,"Average quality, expected better.",2023-01-04,Neutral
REV01651,CUST02826,PROD01417,3,"Not bad, not great.",2023-07-09,Neutral
REV01652,CUST04179,PROD00135,1,Very poor quality.,2021-04-30,Negative
REV01653,CUST01016,PROD00973,4,Highly recommend this product.,2023-08-11,Positive
REV01654,CUST01386,PROD01852,4,Fabric is really soft and premium.,2024-12-09,Positive
REV01655,CUST00561,PROD00440,2,Very poor quality.,2021-10-01,Negative
REV01656,CUST00151,PROD01094,3,"Not bad, not great.",2022-12-20,Neutral
REV01657,CUST03947,PROD00947,5,Perfect fit and very comfortable.,2021-04-29,Positive
REV01658,CUST00921,PROD00668,4,"Amazing quality, loved it!",2024-07-28,Positive
REV01659,CUST00669,PROD01591,5,Perfect fit and very comfortable.,2021-10-10,Positive
REV01660,CUST01972,PROD00991,4,Fabric is really soft and premium.,2025-03-28,Positive
REV01661,CUST02489,PROD01030,5,Highly recommend this product.,2025-06-17,Positive
REV01662,CUST04646,PROD01817,3,Fit is decent but not perfect.,2025-09-20,Neutral
REV01663,CUST00825,PROD00529,5,Stylish and worth the price.,2024-04-25,Positive
REV01664,CUST02308,PROD01156,5,Perfect fit and very comfortable.,2021-12-09,Positive
REV01665,CUST01567,PROD01215,4,Fabric is really soft and premium.,2023-12-21,Positive
REV01666,CUST04469,PROD00644,3,"Product is okay, nothing special.",2021-11-02,Neutral
REV01667,CUST00258,PROD00137,2,Very disappointing purchase.,2022-08-30,Negative
REV01668,CUST02812,PROD01721,5,Fabric is really soft and premium.,2023-03-12,Positive
REV01669,CUST03202,PROD01929,2,Very disappointing purchase.,2024-04-13,Negative
REV01670,CUST00092,PROD01729,4,Perfect fit and very comfortable.,2024-08-09,Positive
REV01671,CUST01376,PROD01834,4,Highly recommend this product.,2025-10-25,Positive
REV01672,CUST00843,PROD01130,1,Size was completely wrong.,2022-03-31,Negative
REV01673,CUST01457,PROD01795,5,"Amazing quality, loved it!",2022-06-21,Positive
REV01674,CUST01632,PROD01636,5,"Amazing quality, loved it!",2025-07-13,Positive
REV01675,CUST04746,PROD00502,4,Fabric is really soft and premium.,2023-11-11,Positive
REV01676,CUST01912,PROD00749,2,Very poor quality.,2024-08-31,Negative
REV01677,CUST01840,PROD00974,5,Fabric is really soft and premium.,2022-10-31,Positive
REV01678,CUST02960,PROD00206,4,Highly recommend this product.,2022-09-10,Positive
REV01679,CUST04598,PROD01217,1,Size was completely wrong.,2023-04-16,Negative
REV01680,CUST02749,PROD00309,5,Stylish and worth the price.,2021-12-09,Positive
REV01681,CUST03999,PROD00478,4,Fabric is really soft and premium.,2022-02-06,Positive
REV01682,CUST01400,PROD01631,5,Highly recommend this product.,2021-12-12,Positive
REV01683,CUST04967,PROD00825,4,Perfect fit and very comfortable.,2025-07-13,Positive
REV01684,CUST01134,PROD00004,3,Fit is decent but not perfect.,2021-11-06,Neutral
REV01685,CUST02734,PROD01033,5,Stylish and worth the price.,2024-06-05,Positive
REV01686,CUST04946,PROD01149,4,Stylish and worth the price.,2025-11-17,Positive
REV01687,CUST02646,PROD01558,5,Highly recommend this product.,2023-11-02,Positive
REV01688,CUST03485,PROD00932,5,Fabric is really soft and premium.,2025-04-19,Positive
REV01689,CUST01167,PROD00812,5,Highly recommend this product.,2023-11-12,Positive
REV01690,CUST00999,PROD00385,4,Highly recommend this product.,2025-03-04,Positive
REV01691,CUST01210,PROD01130,5,Fabric is really soft and premium.,2025-10-18,Positive
REV01692,CUST00057,PROD00222,3,"Average quality, expected better.",2024-08-19,Neutral
REV01693,CUST04049,PROD01672,3,"Average quality, expected better.",2023-05-20,Neutral
REV01694,CUST04623,PROD01927,5,"Amazing quality, loved it!",2024-04-03,Positive
REV01695,CUST04651,PROD00093,5,Highly recommend this product.,2021-12-19,Positive
REV01696,CUST03273,PROD00873,3,"Average quality, expected better.",2022-05-06,Neutral
REV01697,CUST04811,PROD01638,3,"Average quality, expected better.",2022-02-04,Neutral
REV01698,CUST02024,PROD00526,4,Highly recommend this product.,2022-03-29,Positive
REV01699,CUST01428,PROD00411,3,"Product is okay, nothing special.",2023-08-26,Neutral
REV01700,CUST03445,PROD01676,3,"Delivery was fine, product is okay.",2021-07-15,Neutral
REV01701,CUST01614,PROD00558,5,"Amazing quality, loved it!",2023-09-20,Positive
REV01702,CUST04523,PROD00102,4,"Amazing quality, loved it!",2025-05-17,Positive
REV01703,CUST03437,PROD00010,3,"Delivery was fine, product is okay.",2024-08-14,Neutral
REV01704,CUST01525,PROD01999,2,Very disappointing purchase.,2025-12-28,Negative
REV01705,CUST00257,PROD00792,5,Perfect fit and very comfortable.,2025-10-06,Positive
REV01706,CUST00861,PROD00548,3,"Product is okay, nothing special.",2021-04-23,Neutral
REV01707,CUST03743,PROD00698,4,Perfect fit and very comfortable.,2024-01-02,Positive
REV01708,CUST01854,PROD00563,5,Perfect fit and very comfortable.,2022-05-07,Positive
REV01709,CUST02560,PROD01099,2,Very disappointing purchase.,2024-02-19,Negative
REV01710,CUST00409,PROD00524,4,Fabric is really soft and premium.,2024-05-06,Positive
REV01711,CUST01328,PROD00752,5,Perfect fit and very comfortable.,2025-05-09,Positive
REV01712,CUST03761,PROD01229,4,"Amazing quality, loved it!",2025-10-13,Positive
REV01713,CUST04010,PROD00998,4,Fabric is really soft and premium.,2023-09-16,Positive
REV01714,CUST00802,PROD00930,4,"Amazing quality, loved it!",2021-08-16,Positive
REV01715,CUST02341,PROD01207,3,Fit is decent but not perfect.,2022-01-02,Neutral
REV01716,CUST00625,PROD01386,5,Fabric is really soft and premium.,2025-04-22,Positive
REV01717,CUST03814,PROD01080,4,Stylish and worth the price.,2025-01-30,Positive
REV01718,CUST03591,PROD00078,4,Highly recommend this product.,2021-01-07,Positive
REV01719,CUST03837,PROD01801,2,Did not like the material.,2022-01-04,Negative
REV01720,CUST02399,PROD00114,5,Fabric is really soft and premium.,2022-06-09,Positive
REV01721,CUST00931,PROD01378,2,Very disappointing purchase.,2023-10-07,Negative
REV01722,CUST03693,PROD01281,4,"Amazing quality, loved it!",2022-03-20,Positive
REV01723,CUST01528,PROD00305,2,Not worth the money.,2023-05-16,Negative
REV01724,CUST00110,PROD01683,4,"Amazing quality, loved it!",2023-08-11,Positive
REV01725,CUST03970,PROD00423,4,"Amazing quality, loved it!",2024-02-27,Positive
REV01726,CUST00293,PROD01997,4,Stylish and worth the price.,2021-04-01,Positive
REV01727,CUST02041,PROD00503,1,Not worth the money.,2025-09-18,Negative
REV01728,CUST00950,PROD01162,3,Fit is decent but not perfect.,2022-09-12,Neutral
REV01729,CUST04358,PROD00004,4,Fabric is really soft and premium.,2024-04-23,Positive
REV01730,CUST03514,PROD01982,4,Perfect fit and very comfortable.,2025-09-09,Positive
REV01731,CUST00605,PROD00332,3,"Not bad, not great.",2024-01-19,Neutral
REV01732,CUST03708,PROD00114,5,Fabric is really soft and premium.,2021-02-25,Positive
REV01733,CUST02771,PROD00603,4,Highly recommend this product.,2023-05-08,Positive
REV01734,CUST01266,PROD00554,5,Stylish and worth the price.,2021-02-12,Positive
REV01735,CUST04496,PROD00002,5,Highly recommend this product.,2024-08-18,Positive
REV01736,CUST01675,PROD01504,2,Size was completely wrong.,2021-08-10,Negative
REV01737,CUST04503,PROD00933,3,Fit is decent but not perfect.,2022-10-31,Neutral
REV01738,CUST04736,PROD01913,2,Very poor quality.,2025-07-19,Negative
REV01739,CUST03850,PROD01783,3,"Product is okay, nothing special.",2025-01-30,Neutral
REV01740,CUST01281,PROD01969,3,"Average quality, expected better.",2023-08-30,Neutral
REV01741,CUST04942,PROD01983,2,Not worth the money.,2024-11-06,Negative
REV01742,CUST02076,PROD01331,4,"Amazing quality, loved it!",2021-05-02,Positive
REV01743,CUST00437,PROD00866,4,Perfect fit and very comfortable.,2022-12-19,Positive
REV01744,CUST03593,PROD01196,3,"Product is okay, nothing special.",2024-04-25,Neutral
REV01745,CUST01869,PROD00138,5,Stylish and worth the price.,2025-10-09,Positive
REV01746,CUST00424,PROD01887,4,Stylish and worth the price.,2023-07-09,Positive
REV01747,CUST03516,PROD00617,4,Fabric is really soft and premium.,2023-10-28,Positive
REV01748,CUST04536,PROD01912,3,"Average quality, expected better.",2022-02-13,Neutral
REV01749,CUST01752,PROD01726,2,Size was completely wrong.,2025-11-22,Negative
REV01750,CUST00469,PROD00896,3,Fit is decent but not perfect.,2024-09-27,Neutral
REV01751,CUST01181,PROD01769,4,Perfect fit and very comfortable.,2024-04-08,Positive
REV01752,CUST00404,PROD00732,3,"Not bad, not great.",2025-12-14,Neutral
REV01753,CUST03094,PROD00424,3,"Not bad, not great.",2025-03-28,Neutral
REV01754,CUST01001,PROD01387,4,"Amazing quality, loved it!",2022-02-15,Positive
REV01755,CUST01328,PROD01798,5,"Amazing quality, loved it!",2025-04-01,Positive
REV01756,CUST03386,PROD01578,3,"Delivery was fine, product is okay.",2022-07-02,Neutral
REV01757,CUST03207,PROD01443,2,Size was completely wrong.,2024-07-26,Negative
REV01758,CUST01718,PROD00858,1,Size was completely wrong.,2024-05-30,Negative
REV01759,CUST02809,PROD00964,2,Size was completely wrong.,2025-12-17,Negative
REV01760,CUST01328,PROD00875,4,Highly recommend this product.,2022-12-03,Positive
REV01761,CUST03028,PROD00910,5,Highly recommend this product.,2021-11-15,Positive
REV01762,CUST02093,PROD00948,4,Highly recommend this product.,2025-01-29,Positive
REV01763,CUST03574,PROD01698,2,Did not like the material.,2021-01-11,Negative
REV01764,CUST01482,PROD00162,3,"Product is okay, nothing special.",2025-04-23,Neutral
REV01765,CUST03530,PROD00882,5,Fabric is really soft and premium.,2023-12-07,Positive
REV01766,CUST01243,PROD00018,4,"Amazing quality, loved it!",2025-11-05,Positive
REV01767,CUST01992,PROD00518,5,Highly recommend this product.,2022-01-11,Positive
REV01768,CUST02000,PROD00845,3,"Product is okay, nothing special.",2025-09-15,Neutral
REV01769,CUST03468,PROD00917,3,"Product is okay, nothing special.",2023-02-14,Neutral
REV01770,CUST01687,PROD00806,5,Perfect fit and very comfortable.,2022-09-05,Positive
REV01771,CUST04770,PROD01290,4,Stylish and worth the price.,2021-08-19,Positive
REV01772,CUST03551,PROD00538,3,"Not bad, not great.",2025-11-26,Neutral
REV01773,CUST04932,PROD01059,5,Stylish and worth the price.,2023-02-15,Positive
REV01774,CUST03910,PROD01298,3,Fit is decent but not perfect.,2024-11-30,Neutral
REV01775,CUST03533,PROD01834,4,Highly recommend this product.,2023-03-05,Positive
REV01776,CUST02923,PROD00986,5,Perfect fit and very comfortable.,2024-11-29,Positive
REV01777,CUST01126,PROD00220,4,Perfect fit and very comfortable.,2023-03-06,Positive
REV01778,CUST00085,PROD00524,4,Highly recommend this product.,2024-10-29,Positive
REV01779,CUST03242,PROD01713,3,Fit is decent but not perfect.,2021-12-15,Neutral
REV01780,CUST01125,PROD00248,4,"Amazing quality, loved it!",2025-07-16,Positive
REV01781,CUST04347,PROD00268,5,"Amazing quality, loved it!",2023-02-05,Positive
REV01782,CUST02600,PROD01686,4,Highly recommend this product.,2024-01-17,Positive
REV01783,CUST02858,PROD01527,1,Very poor quality.,2023-12-30,Negative
REV01784,CUST01195,PROD01172,3,"Delivery was fine, product is okay.",2025-11-25,Neutral
REV01785,CUST03895,PROD00896,5,Fabric is really soft and premium.,2024-03-27,Positive
REV01786,CUST03985,PROD00730,4,Stylish and worth the price.,2024-09-14,Positive
REV01787,CUST01963,PROD01933,4,Perfect fit and very comfortable.,2022-06-23,Positive
REV01788,CUST03709,PROD00146,2,Very poor quality.,2023-10-20,Negative
REV01789,CUST04751,PROD00002,5,"Amazing quality, loved it!",2023-04-10,Positive
REV01790,CUST03022,PROD01658,5,"Amazing quality, loved it!",2022-04-07,Positive
REV01791,CUST01461,PROD00210,5,Highly recommend this product.,2022-04-01,Positive
REV01792,CUST04132,PROD01584,5,Stylish and worth the price.,2022-04-27,Positive
REV01793,CUST00407,PROD00188,4,"Amazing quality, loved it!",2025-03-13,Positive
REV01794,CUST00170,PROD01289,3,"Delivery was fine, product is okay.",2021-01-16,Neutral
REV01795,CUST04676,PROD01592,3,"Product is okay, nothing special.",2024-05-27,Neutral
REV01796,CUST03224,PROD00297,3,Fit is decent but not perfect.,2023-06-23,Neutral
REV01797,CUST02300,PROD00784,5,Stylish and worth the price.,2022-08-18,Positive
REV01798,CUST04586,PROD00892,1,Not worth the money.,2022-05-07,Negative
REV01799,CUST04165,PROD01231,1,Size was completely wrong.,2021-12-01,Negative
REV01800,CUST02093,PROD01456,4,Stylish and worth the price.,2021-07-03,Positive
REV01801,CUST03338,PROD01681,5,Fabric is really soft and premium.,2022-01-01,Positive
REV01802,CUST01816,PROD01649,1,Size was completely wrong.,2023-02-10,Negative
REV01803,CUST04689,PROD01640,5,"Amazing quality, loved it!",2025-01-03,Positive
REV01804,CUST02685,PROD00653,5,Perfect fit and very comfortable.,2025-12-03,Positive
REV01805,CUST03148,PROD01588,4,Stylish and worth the price.,2024-10-02,Positive
REV01806,CUST04749,PROD00425,4,"Amazing quality, loved it!",2023-11-03,Positive
REV01807,CUST00785,PROD01234,5,Perfect fit and very comfortable.,2022-02-10,Positive
REV01808,CUST03240,PROD00687,4,Stylish and worth the price.,2025-01-01,Positive
REV01809,CUST02189,PROD01794,4,Stylish and worth the price.,2024-04-01,Positive
REV01810,CUST02155,PROD00018,5,Stylish and worth the price.,2024-12-29,Positive
REV01811,CUST04534,PROD00761,3,"Not bad, not great.",2022-02-04,Neutral
REV01812,CUST02139,PROD00342,4,Highly recommend this product.,2022-10-22,Positive
REV01813,CUST00217,PROD00211,5,Fabric is really soft and premium.,2025-04-12,Positive
REV01814,CUST04304,PROD00192,3,"Not bad, not great.",2022-03-21,Neutral
REV01815,CUST03307,PROD00884,5,Fabric is really soft and premium.,2022-09-06,Positive
REV01816,CUST04703,PROD01413,3,"Not bad, not great.",2023-03-24,Neutral
REV01817,CUST04725,PROD01228,2,Size was completely wrong.,2023-08-04,Negative
REV01818,CUST02450,PROD00694,3,"Product is okay, nothing special.",2021-07-24,Neutral
REV01819,CUST03174,PROD01893,4,Perfect fit and very comfortable.,2023-06-10,Positive
REV01820,CUST00578,PROD00387,2,Very disappointing purchase.,2022-01-16,Negative
REV01821,CUST01202,PROD00780,5,Highly recommend this product.,2023-04-01,Positive
REV01822,CUST03178,PROD01536,4,Fabric is really soft and premium.,2024-01-20,Positive
REV01823,CUST01083,PROD01487,1,Not worth the money.,2021-11-03,Negative
REV01824,CUST00447,PROD01119,2,Very poor quality.,2023-02-25,Negative
REV01825,CUST00164,PROD01950,4,"Amazing quality, loved it!",2025-05-05,Positive
REV01826,CUST04929,PROD01043,2,Size was completely wrong.,2021-02-14,Negative
REV01827,CUST03060,PROD01147,5,Fabric is really soft and premium.,2021-10-03,Positive
REV01828,CUST02165,PROD01879,1,Did not like the material.,2025-01-22,Negative
REV01829,CUST00602,PROD00557,5,Highly recommend this product.,2021-05-29,Positive
REV01830,CUST02577,PROD00086,4,"Amazing quality, loved it!",2023-07-10,Positive
REV01831,CUST02985,PROD00255,4,Stylish and worth the price.,2021-12-23,Positive
REV01832,CUST00987,PROD00182,2,Not worth the money.,2021-02-26,Negative
REV01833,CUST04036,PROD01569,3,"Product is okay, nothing special.",2024-08-27,Neutral
REV01834,CUST03546,PROD01572,4,Fabric is really soft and premium.,2023-06-05,Positive
REV01835,CUST02501,PROD00743,4,Perfect fit and very comfortable.,2025-04-13,Positive
REV01836,CUST03132,PROD00365,5,"Amazing quality, loved it!",2025-01-16,Positive
REV01837,CUST02249,PROD01831,5,Perfect fit and very comfortable.,2025-09-13,Positive
REV01838,CUST03712,PROD01009,4,Stylish and worth the price.,2025-10-07,Positive
REV01839,CUST01642,PROD01826,4,Perfect fit and very comfortable.,2024-12-21,Positive
REV01840,CUST03652,PROD01832,4,Fabric is really soft and premium.,2022-08-18,Positive
REV01841,CUST02488,PROD01506,5,"Amazing quality, loved it!",2022-06-06,Positive
REV01842,CUST04961,PROD00270,5,"Amazing quality, loved it!",2025-08-15,Positive
REV01843,CUST02347,PROD00120,3,"Product is okay, nothing special.",2024-04-05,Neutral
REV01844,CUST01560,PROD01960,4,Stylish and worth the price.,2022-08-12,Positive
REV01845,CUST00117,PROD01145,4,Perfect fit and very comfortable.,2021-06-25,Positive
REV01846,CUST03846,PROD00894,5,Fabric is really soft and premium.,2022-08-26,Positive
REV01847,CUST01525,PROD01455,3,"Product is okay, nothing special.",2021-02-06,Neutral
REV01848,CUST04029,PROD01543,5,Highly recommend this product.,2024-09-06,Positive
REV01849,CUST04389,PROD01512,4,"Amazing quality, loved it!",2025-04-28,Positive
REV01850,CUST02268,PROD01678,5,Stylish and worth the price.,2024-02-27,Positive
REV01851,CUST01129,PROD01462,4,Highly recommend this product.,2023-01-27,Positive
REV01852,CUST03015,PROD00841,1,Size was completely wrong.,2024-11-15,Negative
REV01853,CUST00191,PROD01406,4,Highly recommend this product.,2024-12-20,Positive
REV01854,CUST02578,PROD00893,2,Very disappointing purchase.,2023-11-26,Negative
REV01855,CUST04162,PROD00079,3,"Not bad, not great.",2025-04-20,Neutral
REV01856,CUST02321,PROD00630,4,"Amazing quality, loved it!",2023-08-03,Positive
REV01857,CUST02009,PROD00055,4,Fabric is really soft and premium.,2023-04-10,Positive
REV01858,CUST04266,PROD00773,4,Fabric is really soft and premium.,2021-03-27,Positive
REV01859,CUST00673,PROD00976,4,Highly recommend this product.,2022-11-11,Positive
REV01860,CUST00099,PROD01838,3,"Not bad, not great.",2023-11-05,Neutral
REV01861,CUST02973,PROD00657,4,Stylish and worth the price.,2024-06-06,Positive
REV01862,CUST04816,PROD01115,3,"Not bad, not great.",2024-10-19,Neutral
REV01863,CUST03806,PROD00364,5,Fabric is really soft and premium.,2025-05-10,Positive
REV01864,CUST01790,PROD01316,5,Fabric is really soft and premium.,2025-12-29,Positive
REV01865,CUST01856,PROD01352,4,Highly recommend this product.,2023-09-17,Positive
REV01866,CUST04967,PROD01304,1,Did not like the material.,2023-04-13,Negative
REV01867,CUST01587,PROD00737,4,Perfect fit and very comfortable.,2022-08-05,Positive
REV01868,CUST02341,PROD01036,3,"Not bad, not great.",2022-12-15,Neutral
REV01869,CUST03435,PROD01886,4,Perfect fit and very comfortable.,2021-07-25,Positive
REV01870,CUST03966,PROD01642,4,Perfect fit and very comfortable.,2023-04-08,Positive
REV01871,CUST03183,PROD00563,5,Stylish and worth the price.,2022-09-01,Positive
REV01872,CUST03761,PROD01736,3,"Average quality, expected better.",2024-11-04,Neutral
REV01873,CUST00740,PROD01628,3,"Product is okay, nothing special.",2025-02-23,Neutral
REV01874,CUST03526,PROD01682,4,"Amazing quality, loved it!",2024-07-16,Positive
REV01875,CUST00055,PROD01157,4,Stylish and worth the price.,2024-04-09,Positive
REV01876,CUST00708,PROD01833,3,"Not bad, not great.",2025-06-04,Neutral
REV01877,CUST00925,PROD01355,5,Fabric is really soft and premium.,2024-07-08,Positive
REV01878,CUST03134,PROD00050,3,"Product is okay, nothing special.",2021-05-18,Neutral
REV01879,CUST01949,PROD01577,5,Stylish and worth the price.,2024-05-15,Positive
REV01880,CUST00567,PROD00437,4,"Amazing quality, loved it!",2025-11-21,Positive
REV01881,CUST02312,PROD00222,1,Did not like the material.,2024-02-01,Negative
REV01882,CUST03908,PROD00155,3,"Delivery was fine, product is okay.",2023-10-14,Neutral
REV01883,CUST04897,PROD01795,4,"Amazing quality, loved it!",2022-10-10,Positive
REV01884,CUST02962,PROD01428,5,Stylish and worth the price.,2022-05-20,Positive
REV01885,CUST04406,PROD00521,3,"Not bad, not great.",2021-01-19,Neutral
REV01886,CUST00421,PROD00814,4,Stylish and worth the price.,2025-03-15,Positive
REV01887,CUST02226,PROD01908,4,Stylish and worth the price.,2022-06-21,Positive
REV01888,CUST00591,PROD00568,3,"Not bad, not great.",2025-04-28,Neutral
REV01889,CUST01605,PROD01143,3,Fit is decent but not perfect.,2021-03-29,Neutral
REV01890,CUST03895,PROD00841,4,Highly recommend this product.,2021-07-03,Positive
REV01891,CUST03035,PROD01056,4,Fabric is really soft and premium.,2023-01-09,Positive
REV01892,CUST00946,PROD00598,4,Perfect fit and very comfortable.,2025-06-15,Positive
REV01893,CUST01968,PROD01602,5,"Amazing quality, loved it!",2024-11-19,Positive
REV01894,CUST03194,PROD00233,5,Stylish and worth the price.,2022-03-31,Positive
REV01895,CUST00039,PROD01836,3,"Product is okay, nothing special.",2024-02-17,Neutral
REV01896,CUST03687,PROD00047,1,Did not like the material.,2022-06-02,Negative
REV01897,CUST00907,PROD00818,2,Size was completely wrong.,2022-12-10,Negative
REV01898,CUST02019,PROD00241,3,"Delivery was fine, product is okay.",2023-10-01,Neutral
REV01899,CUST02676,PROD01681,4,Perfect fit and very comfortable.,2025-05-07,Positive
REV01900,CUST01221,PROD00543,3,"Delivery was fine, product is okay.",2025-11-15,Neutral
REV01901,CUST01888,PROD00875,4,Stylish and worth the price.,2021-02-18,Positive
REV01902,CUST01578,PROD00565,3,"Not bad, not great.",2024-12-15,Neutral
REV01903,CUST04691,PROD01423,5,Fabric is really soft and premium.,2021-07-11,Positive
REV01904,CUST02504,PROD00154,4,Fabric is really soft and premium.,2021-07-05,Positive
REV01905,CUST04452,PROD00114,3,"Product is okay, nothing special.",2025-05-27,Neutral
REV01906,CUST04229,PROD00848,5,Perfect fit and very comfortable.,2023-01-01,Positive
REV01907,CUST02919,PROD01386,4,Highly recommend this product.,2025-04-25,Positive
REV01908,CUST02066,PROD00457,4,Stylish and worth the price.,2025-10-26,Positive
REV01909,CUST04552,PROD00900,4,Perfect fit and very comfortable.,2025-09-20,Positive
REV01910,CUST01421,PROD00351,4,Fabric is really soft and premium.,2023-02-15,Positive
REV01911,CUST03221,PROD01235,2,Size was completely wrong.,2024-11-17,Negative
REV01912,CUST02974,PROD00608,4,Highly recommend this product.,2021-03-16,Positive
REV01913,CUST04813,PROD01197,4,Fabric is really soft and premium.,2025-01-23,Positive
REV01914,CUST01538,PROD00084,3,"Not bad, not great.",2021-08-15,Neutral
REV01915,CUST02843,PROD01255,4,Highly recommend this product.,2024-10-21,Positive
REV01916,CUST02879,PROD00323,4,Perfect fit and very comfortable.,2025-05-23,Positive
REV01917,CUST03038,PROD01708,2,Very disappointing purchase.,2021-04-08,Negative
REV01918,CUST01721,PROD01948,5,"Amazing quality, loved it!",2025-08-18,Positive
REV01919,CUST01210,PROD00029,5,Perfect fit and very comfortable.,2023-07-16,Positive
REV01920,CUST02467,PROD01821,4,Highly recommend this product.,2023-09-06,Positive
REV01921,CUST02680,PROD00424,4,Stylish and worth the price.,2024-12-09,Positive
REV01922,CUST02217,PROD00868,4,"Amazing quality, loved it!",2024-06-12,Positive
REV01923,CUST04416,PROD00349,5,Highly recommend this product.,2023-10-30,Positive
REV01924,CUST03060,PROD01386,5,Perfect fit and very comfortable.,2023-02-26,Positive
REV01925,CUST01245,PROD01504,1,Very disappointing purchase.,2021-10-16,Negative
REV01926,CUST01828,PROD00208,4,Stylish and worth the price.,2022-08-14,Positive
REV01927,CUST04587,PROD00146,4,Highly recommend this product.,2023-03-28,Positive
REV01928,CUST00446,PROD00023,5,Highly recommend this product.,2021-10-16,Positive
REV01929,CUST04053,PROD00694,3,"Product is okay, nothing special.",2025-11-01,Neutral
REV01930,CUST02433,PROD00959,3,"Not bad, not great.",2021-06-13,Neutral
REV01931,CUST01877,PROD00683,3,"Product is okay, nothing special.",2024-07-18,Neutral
REV01932,CUST01425,PROD00110,2,Did not like the material.,2024-01-23,Negative
REV01933,CUST01445,PROD01141,5,"Amazing quality, loved it!",2025-02-12,Positive
REV01934,CUST03627,PROD00337,5,Fabric is really soft and premium.,2023-05-09,Positive
