Review_ID,Patient_ID,Appointment_ID,Rating,Review_Text,Review_Date,Sentiment
REV00822,DP01043,APT001649,4,Quick and painless procedure,2023-12-12,Positive
REV00823,DP01756,APT001146,4,Nothing special but acceptable,2023-10-21,Neutral
REV00824,DP01493,APT001142,1,Too expensive for the service,2023-06-13,Negative
REV00825,DP00807,APT005732,3,Average experience,2023-08-13,Neutral
REV00826,DP02700,APT005316,5,Very satisfied with the treatment,2024-08-02,Positive
REV00827,DP00100,APT000543,5,Clean clinic and professional team,2024-10-25,Positive
REV00828,DP01821,APT005488,4,Nothing special but acceptable,2024-04-15,Neutral
REV00829,DP00998,APT001451,2,Staff was not very helpful,2023-04-24,Negative
REV00830,DP02713,APT006881,4,Quick and painless procedure,2023-04-25,Positive
REV00831,DP03047,APT004528,5,Highly recommend this clinic,2025-12-21,Positive
REV00832,DP01828,APT000128,4,Excellent service and very friendly staff,2023-01-09,Positive
REV00833,DP00638,APT000801,4,Great experience overall,2024-12-07,Positive
REV00834,DP00010,APT001132,4,Clean clinic and professional team,2024-10-08,Positive
REV00835,DP02776,APT002064,5,Highly recommend this clinic,2024-05-05,Positive
REV00836,DP02971,APT000890,5,Very satisfied with the treatment,2023-10-20,Positive
REV00837,DP01077,APT000981,4,Excellent service and very friendly staff,2025-03-20,Positive
REV00838,DP02528,APT005281,1,Uncomfortable experience,2024-09-21,Negative
REV00839,DP00240,APT004165,1,Too expensive for the service,2023-11-09,Negative
REV00840,DP03169,APT002077,3,Treatment was fine,2023-06-25,Neutral
REV00841,DP00752,APT001891,5,Great experience overall,2024-09-07,Positive
REV00842,DP01875,APT000232,4,Waiting time was a bit long,2024-07-03,Neutral
REV00843,DP01206,APT005531,4,Nothing special but acceptable,2023-09-12,Neutral
REV00844,DP00543,APT002528,1,Not satisfied with treatment,2024-06-09,Negative
REV00845,DP03056,APT006813,5,Clean clinic and professional team,2024-05-11,Positive
REV00846,DP03242,APT004871,4,Clean clinic and professional team,2023-06-17,Positive
REV00847,DP01989,APT006352,4,Doctor explained everything clearly,2023-02-01,Positive
REV00848,DP02298,APT004577,4,Very satisfied with the treatment,2025-11-02,Positive
REV00849,DP00927,APT006732,4,Doctor explained everything clearly,2024-07-17,Positive
REV00850,DP01714,APT001924,3,Waiting time was a bit long,2023-03-04,Neutral
REV00851,DP00574,APT000422,4,Clean clinic and professional team,2024-11-13,Positive
REV00852,DP01056,APT000002,5,Very satisfied with the treatment,2024-05-11,Positive
REV00853,DP02604,APT003729,4,Average experience,2025-12-15,Neutral
REV00854,DP01455,APT000765,5,Great experience overall,2023-03-10,Positive
REV00855,DP02446,APT001681,4,Quick and painless procedure,2024-05-29,Positive
REV00856,DP01474,APT001502,4,Very satisfied with the treatment,2023-08-04,Positive
REV00857,DP01736,APT004105,5,Excellent service and very friendly staff,2024-07-07,Positive
REV00858,DP02579,APT001337,4,Highly recommend this clinic,2025-12-15,Positive
REV00859,DP00706,APT002543,4,Waiting time was a bit long,2024-07-19,Neutral
REV00860,DP00061,APT006585,4,Clean clinic and professional team,2025-05-23,Positive
REV00861,DP02411,APT006535,4,Clean clinic and professional team,2023-11-24,Positive
REV00862,DP03160,APT006933,1,Too expensive for the service,2025-11-04,Negative
REV00863,DP01905,APT000094,3,Treatment was fine,2023-04-25,Neutral
REV00864,DP03377,APT000450,2,Too expensive for the service,2023-04-27,Negative
REV00865,DP00272,APT005472,5,Excellent service and very friendly staff,2023-09-27,Positive
REV00866,DP03442,APT003590,5,Great experience overall,2023-08-11,Positive
REV00867,DP01320,APT000263,1,Uncomfortable experience,2024-06-02,Negative
REV00868,DP02428,APT000060,4,Clean clinic and professional team,2023-06-12,Positive
REV00869,DP00016,APT002068,5,Quick and painless procedure,2025-07-16,Positive
REV00870,DP00642,APT003203,4,Excellent service and very friendly staff,2023-08-04,Positive
REV00871,DP02312,APT003256,2,Uncomfortable experience,2025-04-11,Negative
REV00872,DP02757,APT006154,5,Highly recommend this clinic,2023-06-06,Positive
REV00873,DP03145,APT001161,4,Quick and painless procedure,2023-06-26,Positive
REV00874,DP01890,APT005685,4,Highly recommend this clinic,2024-12-08,Positive
REV00875,DP02680,APT001203,2,Will not visit again,2025-11-05,Negative
REV00876,DP03491,APT002158,5,Doctor explained everything clearly,2023-05-05,Positive
REV00877,DP01035,APT001603,5,Quick and painless procedure,2024-08-15,Positive
REV00878,DP02103,APT004942,4,Highly recommend this clinic,2025-08-29,Positive
REV00879,DP01849,APT004168,5,Doctor explained everything clearly,2025-07-13,Positive
REV00880,DP02601,APT001694,5,Clean clinic and professional team,2025-08-08,Positive
REV00881,DP01685,APT000153,4,Service was okay,2024-09-04,Neutral
REV00882,DP00809,APT006018,1,Uncomfortable experience,2025-04-07,Negative
REV00883,DP02440,APT005090,2,Too expensive for the service,2024-11-24,Negative
REV00884,DP01945,APT000837,2,Too expensive for the service,2023-06-15,Negative
REV00885,DP02024,APT002416,5,Very satisfied with the treatment,2024-11-11,Positive
REV00886,DP01885,APT000136,5,Great experience overall,2023-05-09,Positive
REV00887,DP02904,APT004452,4,Great experience overall,2023-04-05,Positive
REV00888,DP01982,APT006661,4,Treatment was fine,2023-06-22,Neutral
REV00889,DP01824,APT006597,5,Great experience overall,2023-08-11,Positive
REV00890,DP01773,APT003006,4,Waiting time was a bit long,2025-10-18,Neutral
REV00891,DP00331,APT002779,3,Waiting time was a bit long,2024-09-13,Neutral
REV00892,DP01372,APT000792,5,Doctor explained everything clearly,2024-02-06,Positive
REV00893,DP03372,APT006158,5,Very satisfied with the treatment,2025-08-21,Positive
REV00894,DP00732,APT000091,5,Very satisfied with the treatment,2023-09-13,Positive
REV00895,DP01102,APT004501,4,Service was okay,2023-11-26,Neutral
REV00896,DP03283,APT001980,2,Not satisfied with treatment,2025-04-26,Negative
REV00897,DP00775,APT002250,2,Staff was not very helpful,2023-04-30,Negative
REV00898,DP01793,APT005694,2,Not satisfied with treatment,2024-03-19,Negative
REV00899,DP02244,APT002369,1,Uncomfortable experience,2023-05-06,Negative
REV00900,DP01148,APT004899,5,Clean clinic and professional team,2025-12-18,Positive
REV00901,DP00341,APT005959,5,Highly recommend this clinic,2023-01-21,Positive
REV00902,DP01203,APT004959,5,Clean clinic and professional team,2023-05-30,Positive
REV00903,DP01071,APT001431,2,Very long waiting time,2024-06-01,Negative
REV00904,DP00222,APT002316,1,Staff was not very helpful,2024-04-01,Negative
REV00905,DP02175,APT003158,4,Very satisfied with the treatment,2023-12-22,Positive
REV00906,DP02334,APT003603,5,Doctor explained everything clearly,2025-04-16,Positive
REV00907,DP03451,APT004124,4,Doctor explained everything clearly,2023-07-17,Positive
REV00908,DP01255,APT004489,4,Great experience overall,2024-07-19,Positive
REV00909,DP01967,APT006924,5,Clean clinic and professional team,2024-01-20,Positive
REV00910,DP01058,APT002633,4,Average experience,2024-11-24,Neutral
REV00911,DP02765,APT006960,4,Great experience overall,2025-12-26,Positive
REV00912,DP02176,APT002180,5,Quick and painless procedure,2025-11-13,Positive
REV00913,DP03191,APT006926,5,Very satisfied with the treatment,2024-04-19,Positive
REV00914,DP01518,APT003007,4,Highly recommend this clinic,2023-05-11,Positive
REV00915,DP02275,APT006497,5,Highly recommend this clinic,2024-08-17,Positive
REV00916,DP02750,APT000102,1,Not satisfied with treatment,2023-10-25,Negative
REV00917,DP02304,APT003755,3,Nothing special but acceptable,2023-07-09,Neutral
REV00918,DP02540,APT006831,4,Clean clinic and professional team,2024-03-13,Positive
REV00919,DP02734,APT005212,5,Excellent service and very friendly staff,2025-05-29,Positive
REV00920,DP02569,APT006497,4,Treatment was fine,2023-08-23,Neutral
REV00921,DP01556,APT002082,5,Very satisfied with the treatment,2025-01-27,Positive
REV00922,DP00238,APT004826,4,Great experience overall,2025-06-28,Positive
REV00923,DP00240,APT006325,5,Great experience overall,2025-07-14,Positive
REV00924,DP02456,APT001862,2,Uncomfortable experience,2024-10-28,Negative
REV00925,DP00293,APT001979,4,Quick and painless procedure,2023-09-28,Positive
REV00926,DP03179,APT006121,4,Waiting time was a bit long,2024-10-29,Neutral
REV00927,DP00583,APT000713,3,Service was okay,2025-02-07,Neutral
REV00928,DP02870,APT002312,4,Doctor explained everything clearly,2024-01-18,Positive
REV00929,DP01621,APT000110,5,Doctor explained everything clearly,2024-12-04,Positive
REV00930,DP00705,APT001290,5,Quick and painless procedure,2023-08-10,Positive
REV00931,DP01980,APT004981,5,Excellent service and very friendly staff,2025-06-29,Positive
REV00932,DP03399,APT000450,1,Uncomfortable experience,2025-07-17,Negative
REV00933,DP03250,APT003516,5,Clean clinic and professional team,2023-02-19,Positive
REV00934,DP00382,APT005578,3,Average experience,2025-05-02,Neutral
REV00935,DP01365,APT004299,3,Average experience,2023-09-22,Neutral
REV00936,DP02309,APT001155,4,Very satisfied with the treatment,2025-03-04,Positive
REV00937,DP00312,APT006347,5,Quick and painless procedure,2023-08-30,Positive
REV00938,DP01644,APT001397,4,Highly recommend this clinic,2023-04-22,Positive
REV00939,DP01820,APT006039,4,Doctor explained everything clearly,2025-06-20,Positive
REV00940,DP03305,APT004326,4,Waiting time was a bit long,2025-11-22,Neutral
REV00941,DP00374,APT006087,2,Not satisfied with treatment,2023-03-27,Negative
REV00942,DP02607,APT006940,5,Quick and painless procedure,2025-08-09,Positive
REV00943,DP02414,APT001634,4,Clean clinic and professional team,2024-03-29,Positive
REV00944,DP03351,APT006489,5,Highly recommend this clinic,2024-01-11,Positive
REV00945,DP00034,APT004922,5,Excellent service and very friendly staff,2023-02-06,Positive
REV00946,DP01967,APT003354,5,Clean clinic and professional team,2025-09-22,Positive
REV00947,DP00488,APT001273,5,Clean clinic and professional team,2024-08-20,Positive
REV00948,DP02697,APT003279,4,Quick and painless procedure,2025-05-02,Positive
REV00949,DP00999,APT001736,4,Treatment was fine,2023-08-28,Neutral
REV00950,DP02002,APT000506,4,Service was okay,2024-04-04,Neutral
REV00951,DP01592,APT003746,2,Too expensive for the service,2024-01-12,Negative
REV00952,DP02667,APT001315,5,Very satisfied with the treatment,2025-12-29,Positive
REV00953,DP02191,APT002762,5,Doctor explained everything clearly,2025-11-04,Positive
REV00954,DP01399,APT006310,3,Waiting time was a bit long,2024-10-31,Neutral
REV00955,DP02038,APT006266,5,Quick and painless procedure,2025-06-12,Positive
REV00956,DP02385,APT001046,3,Waiting time was a bit long,2023-06-18,Neutral
REV00957,DP02417,APT000468,2,Too expensive for the service,2024-12-19,Negative
REV00958,DP01373,APT006499,4,Great experience overall,2024-08-15,Positive
REV00959,DP02585,APT000890,3,Average experience,2023-05-03,Neutral
REV00960,DP02958,APT003897,1,Uncomfortable experience,2025-05-01,Negative
REV00961,DP02525,APT002342,1,Not satisfied with treatment,2024-04-18,Negative
REV00962,DP01837,APT006934,4,Clean clinic and professional team,2023-07-18,Positive
REV00963,DP01758,APT000211,5,Very satisfied with the treatment,2023-06-15,Positive
REV00964,DP01396,APT005016,4,Waiting time was a bit long,2023-08-10,Neutral
REV00965,DP00801,APT001853,4,Excellent service and very friendly staff,2024-08-25,Positive
REV00966,DP00967,APT006379,4,Great experience overall,2025-04-15,Positive
REV00967,DP00480,APT005740,5,Highly recommend this clinic,2025-02-11,Positive
REV00968,DP02803,APT003867,4,Average experience,2023-04-16,Neutral
REV00969,DP00937,APT001798,5,Highly recommend this clinic,2025-07-29,Positive
REV00970,DP01986,APT003704,5,Great experience overall,2023-08-11,Positive
REV00971,DP02766,APT003693,2,Not satisfied with treatment,2025-12-17,Negative
REV00972,DP03347,APT006349,4,Clean clinic and professional team,2024-05-01,Positive
REV00973,DP00661,APT006503,5,Excellent service and very friendly staff,2024-03-04,Positive
REV00974,DP00702,APT005878,5,Great experience overall,2023-02-16,Positive
REV00975,DP02788,APT004899,5,Great experience overall,2025-03-06,Positive
REV00976,DP02571,APT002521,5,Clean clinic and professional team,2024-10-21,Positive
REV00977,DP00926,APT002020,3,Average experience,2025-05-03,Neutral
REV00978,DP02226,APT000732,5,Very satisfied with the treatment,2024-04-09,Positive
REV00979,DP03374,APT003353,4,Highly recommend this clinic,2024-11-11,Positive
REV00980,DP01448,APT006449,2,Very long waiting time,2023-12-18,Negative
REV00981,DP00376,APT006464,4,Very satisfied with the treatment,2024-09-15,Positive
REV00982,DP03036,APT001518,5,Excellent service and very friendly staff,2025-06-12,Positive
REV00983,DP00297,APT003319,5,Great experience overall,2024-11-28,Positive
REV00984,DP02128,APT004113,4,Clean clinic and professional team,2025-11-28,Positive
REV00985,DP01735,APT001364,2,Not satisfied with treatment,2024-12-21,Negative
REV00986,DP01601,APT001070,4,Doctor explained everything clearly,2025-11-07,Positive
REV00987,DP01943,APT000483,5,Excellent service and very friendly staff,2023-07-25,Positive
REV00988,DP01803,APT000140,2,Too expensive for the service,2025-01-12,Negative
REV00989,DP03419,APT000305,4,Excellent service and very friendly staff,2025-04-10,Positive
REV00990,DP02031,APT006444,1,Will not visit again,2025-09-13,Negative
REV00991,DP03278,APT002867,4,Doctor explained everything clearly,2024-04-04,Positive
REV00992,DP02653,APT002506,5,Quick and painless procedure,2024-03-18,Positive
REV00993,DP01670,APT000844,2,Too expensive for the service,2023-05-23,Negative
REV00994,DP01476,APT003541,1,Too expensive for the service,2024-02-22,Negative
REV00995,DP01798,APT002721,3,Waiting time was a bit long,2023-03-16,Neutral
REV00996,DP03222,APT000414,4,Quick and painless procedure,2023-12-08,Positive
REV00997,DP03448,APT006434,4,Quick and painless procedure,2023-08-12,Positive
REV00998,DP03466,APT000130,4,Doctor explained everything clearly,2024-11-07,Positive
REV00999,DP00791,APT002327,5,Excellent service and very friendly staff,2023-10-31,Positive
REV01000,DP00703,APT000952,2,Too expensive for the service,2024-10-14,Negative
REV01001,DP00704,APT002893,3,Average experience,2024-06-17,Neutral
REV01002,DP01541,APT006020,1,Very long waiting time,2024-06-13,Negative
REV01003,DP00701,APT002809,4,Waiting time was a bit long,2025-11-05,Neutral
REV01004,DP02169,APT006771,2,Uncomfortable experience,2024-03-25,Negative
REV01005,DP02304,APT002752,3,Treatment was fine,2024-07-31,Neutral
REV01006,DP02072,APT005933,3,Service was okay,2023-10-23,Neutral
REV01007,DP01485,APT006266,5,Doctor explained everything clearly,2023-05-27,Positive
REV01008,DP01491,APT002546,1,Very long waiting time,2025-12-31,Negative
REV01009,DP00638,APT005039,5,Clean clinic and professional team,2024-03-25,Positive
REV01010,DP02987,APT004898,4,Clean clinic and professional team,2024-02-06,Positive
REV01011,DP01944,APT001430,4,Great experience overall,2023-03-22,Positive
REV01012,DP01401,APT005953,2,Will not visit again,2024-11-21,Negative
REV01013,DP02763,APT003762,5,Very satisfied with the treatment,2024-10-21,Positive
REV01014,DP00927,APT000486,5,Great experience overall,2025-08-29,Positive
REV01015,DP01489,APT001962,5,Clean clinic and professional team,2024-12-15,Positive
REV01016,DP03064,APT005142,4,Waiting time was a bit long,2025-11-29,Neutral
REV01017,DP00057,APT004381,3,Nothing special but acceptable,2025-11-06,Neutral
REV01018,DP02467,APT002296,4,Highly recommend this clinic,2023-03-01,Positive
REV01019,DP00022,APT004552,5,Highly recommend this clinic,2025-01-20,Positive
REV01020,DP02304,APT002902,5,Quick and painless procedure,2023-11-21,Positive
REV01021,DP02538,APT002142,4,Average experience,2025-11-04,Neutral
REV01022,DP02080,APT006931,3,Waiting time was a bit long,2023-03-20,Neutral
REV01023,DP00013,APT001678,5,Highly recommend this clinic,2023-11-21,Positive
REV01024,DP00165,APT005403,3,Service was okay,2023-04-14,Neutral
REV01025,DP02923,APT006913,2,Not satisfied with treatment,2023-02-07,Negative
REV01026,DP01035,APT006870,5,Clean clinic and professional team,2023-05-14,Positive
REV01027,DP01416,APT003134,2,Uncomfortable experience,2024-12-16,Negative
REV01028,DP02865,APT004587,4,Quick and painless procedure,2023-01-21,Positive
REV01029,DP03453,APT004013,3,Average experience,2024-07-02,Neutral
REV01030,DP01723,APT003095,4,Doctor explained everything clearly,2024-08-11,Positive
REV01031,DP01925,APT004975,5,Quick and painless procedure,2025-11-23,Positive
REV01032,DP02893,APT006731,4,Excellent service and very friendly staff,2024-08-21,Positive
REV01033,DP00307,APT005920,4,Treatment was fine,2024-08-27,Neutral
REV01034,DP03016,APT001612,2,Staff was not very helpful,2024-02-04,Negative
REV01035,DP00871,APT004607,4,Quick and painless procedure,2024-11-26,Positive
REV01036,DP01756,APT000695,4,Great experience overall,2023-12-17,Positive
REV01037,DP01243,APT004821,4,Highly recommend this clinic,2023-01-19,Positive
REV01038,DP00601,APT002377,1,Very long waiting time,2023-11-17,Negative
REV01039,DP03257,APT004070,5,Quick and painless procedure,2023-08-08,Positive
REV01040,DP01746,APT001103,4,Nothing special but acceptable,2024-02-01,Neutral
REV01041,DP01830,APT003225,3,Treatment was fine,2024-03-20,Neutral
REV01042,DP00974,APT002629,4,Very satisfied with the treatment,2024-05-30,Positive
REV01043,DP01354,APT004472,4,Highly recommend this clinic,2024-05-20,Positive
REV01044,DP03419,APT006818,5,Doctor explained everything clearly,2025-07-26,Positive
REV01045,DP00040,APT005233,5,Quick and painless procedure,2024-05-15,Positive
REV01046,DP01538,APT006075,5,Very satisfied with the treatment,2023-04-16,Positive
REV01047,DP01789,APT004923,4,Excellent service and very friendly staff,2024-07-07,Positive
REV01048,DP01913,APT000458,4,Average experience,2024-12-14,Neutral
REV01049,DP02188,APT002831,2,Not satisfied with treatment,2025-07-24,Negative
REV01050,DP01339,APT001227,4,Great experience overall,2024-02-14,Positive
REV01051,DP02197,APT004276,2,Will not visit again,2025-10-09,Negative
REV01052,DP02002,APT002245,4,Doctor explained everything clearly,2023-07-28,Positive
REV01053,DP01057,APT000678,3,Nothing special but acceptable,2024-08-30,Neutral
REV01054,DP00129,APT001598,2,Too expensive for the service,2023-02-04,Negative
REV01055,DP00237,APT000134,4,Waiting time was a bit long,2024-11-23,Neutral
REV01056,DP02576,APT003410,1,Staff was not very helpful,2024-05-31,Negative
REV01057,DP01623,APT004725,4,Very satisfied with the treatment,2024-01-08,Positive
REV01058,DP01018,APT000260,1,Very long waiting time,2023-04-15,Negative
REV01059,DP00240,APT006935,4,Highly recommend this clinic,2024-02-25,Positive
REV01060,DP01750,APT004083,4,Quick and painless procedure,2025-03-04,Positive
REV01061,DP02224,APT001768,4,Doctor explained everything clearly,2023-10-20,Positive
REV01062,DP02598,APT000332,3,Waiting time was a bit long,2023-02-24,Neutral
REV01063,DP02118,APT002674,5,Clean clinic and professional team,2023-01-07,Positive
REV01064,DP01370,APT006243,4,Nothing special but acceptable,2025-05-04,Neutral
REV01065,DP02239,APT003058,5,Quick and painless procedure,2023-03-10,Positive
REV01066,DP01591,APT001977,4,Doctor explained everything clearly,2024-09-13,Positive
REV01067,DP00428,APT006382,4,Very satisfied with the treatment,2023-09-09,Positive
REV01068,DP00724,APT002050,1,Staff was not very helpful,2025-12-19,Negative
REV01069,DP01120,APT006104,5,Doctor explained everything clearly,2025-01-15,Positive
REV01070,DP00759,APT005392,4,Treatment was fine,2024-01-14,Neutral
REV01071,DP00951,APT003828,4,Service was okay,2024-03-15,Neutral
REV01072,DP01370,APT004851,2,Very long waiting time,2024-06-23,Negative
REV01073,DP01225,APT002226,5,Great experience overall,2024-01-11,Positive
REV01074,DP02761,APT002514,5,Very satisfied with the treatment,2023-08-23,Positive
REV01075,DP01655,APT004510,4,Average experience,2024-04-14,Neutral
REV01076,DP00822,APT006011,4,Great experience overall,2024-02-25,Positive
REV01077,DP02322,APT001417,5,Highly recommend this clinic,2023-12-04,Positive
REV01078,DP03140,APT001371,4,Doctor explained everything clearly,2025-04-26,Positive
REV01079,DP00429,APT000317,5,Great experience overall,2024-03-16,Positive
REV01080,DP02984,APT001310,5,Clean clinic and professional team,2025-04-28,Positive
REV01081,DP00853,APT003799,4,Doctor explained everything clearly,2023-02-22,Positive
REV01082,DP00641,APT000221,4,Great experience overall,2024-12-27,Positive
REV01083,DP03270,APT001312,1,Not satisfied with treatment,2024-08-22,Negative
REV01084,DP02892,APT002280,5,Excellent service and very friendly staff,2024-07-13,Positive
REV01085,DP02347,APT006286,5,Great experience overall,2024-09-23,Positive
REV01086,DP03290,APT002127,3,Service was okay,2023-12-24,Neutral
REV01087,DP02927,APT002396,4,Average experience,2024-06-19,Neutral
REV01088,DP00845,APT000298,3,Waiting time was a bit long,2023-07-27,Neutral
REV01089,DP02241,APT003098,4,Doctor explained everything clearly,2023-01-21,Positive
REV01090,DP02138,APT000464,1,Very long waiting time,2025-04-20,Negative
REV01091,DP00918,APT004850,1,Will not visit again,2025-07-13,Negative
REV01092,DP03219,APT002305,5,Doctor explained everything clearly,2025-10-13,Positive
REV01093,DP00745,APT001178,4,Highly recommend this clinic,2023-07-22,Positive
REV01094,DP02027,APT005389,5,Very satisfied with the treatment,2023-11-16,Positive
REV01095,DP00248,APT005687,2,Uncomfortable experience,2023-03-19,Negative
REV01096,DP00575,APT003303,3,Average experience,2025-05-30,Neutral
REV01097,DP03215,APT003810,5,Doctor explained everything clearly,2025-04-24,Positive
REV01098,DP02337,APT003216,2,Very long waiting time,2023-08-29,Negative
REV01099,DP00666,APT002810,5,Excellent service and very friendly staff,2024-09-17,Positive
REV01100,DP01072,APT005899,4,Clean clinic and professional team,2023-07-22,Positive
REV01101,DP01285,APT006397,4,Clean clinic and professional team,2025-09-17,Positive
REV01102,DP01727,APT001046,4,Highly recommend this clinic,2023-03-31,Positive
REV01103,DP02975,APT005778,4,Very satisfied with the treatment,2024-02-19,Positive
REV01104,DP00739,APT004294,4,Great experience overall,2025-09-29,Positive
REV01105,DP03047,APT005403,5,Very satisfied with the treatment,2025-03-17,Positive
REV01106,DP01425,APT005131,4,Service was okay,2024-11-19,Neutral
REV01107,DP00114,APT005568,4,Quick and painless procedure,2025-09-10,Positive
REV01108,DP01808,APT001110,5,Clean clinic and professional team,2024-08-15,Positive
REV01109,DP00107,APT005409,3,Average experience,2025-12-28,Neutral
REV01110,DP00106,APT004548,4,Average experience,2023-01-22,Neutral
REV01111,DP02614,APT003685,2,Will not visit again,2025-04-11,Negative
REV01112,DP02988,APT003495,2,Staff was not very helpful,2025-10-13,Negative
REV01113,DP02545,APT004899,5,Excellent service and very friendly staff,2024-01-26,Positive
REV01114,DP02674,APT001847,5,Very satisfied with the treatment,2023-02-18,Positive
REV01115,DP01000,APT001080,5,Highly recommend this clinic,2025-06-24,Positive
REV01116,DP00682,APT001564,4,Very satisfied with the treatment,2025-01-02,Positive
REV01117,DP02851,APT004057,5,Highly recommend this clinic,2025-05-06,Positive
REV01118,DP00677,APT000237,5,Highly recommend this clinic,2023-05-07,Positive
REV01119,DP02583,APT002349,4,Waiting time was a bit long,2023-10-02,Neutral
REV01120,DP00594,APT000165,5,Quick and painless procedure,2025-04-11,Positive
REV01121,DP01590,APT003655,5,Very satisfied with the treatment,2024-12-25,Positive
REV01122,DP00338,APT006622,2,Too expensive for the service,2024-12-31,Negative
REV01123,DP02341,APT006010,4,Clean clinic and professional team,2024-05-22,Positive
REV01124,DP00124,APT003138,4,Clean clinic and professional team,2024-04-13,Positive
REV01125,DP00060,APT003857,4,Service was okay,2025-02-06,Neutral
REV01126,DP00938,APT000131,4,Very satisfied with the treatment,2025-05-05,Positive
REV01127,DP01125,APT005961,5,Quick and painless procedure,2023-10-18,Positive
REV01128,DP03052,APT005120,5,Very satisfied with the treatment,2023-04-19,Positive
REV01129,DP02195,APT004837,3,Nothing special but acceptable,2024-07-09,Neutral
REV01130,DP03451,APT005465,4,Excellent service and very friendly staff,2025-04-16,Positive
REV01131,DP00023,APT000863,2,Will not visit again,2024-11-05,Negative
REV01132,DP00063,APT001729,2,Very long waiting time,2025-03-04,Negative
REV01133,DP01906,APT001984,4,Nothing special but acceptable,2024-12-23,Neutral
REV01134,DP02093,APT002788,5,Clean clinic and professional team,2023-09-10,Positive
REV01135,DP02402,APT002008,5,Great experience overall,2025-07-18,Positive
REV01136,DP01929,APT000606,4,Clean clinic and professional team,2024-06-22,Positive
REV01137,DP03063,APT005913,4,Very satisfied with the treatment,2025-06-04,Positive
REV01138,DP00046,APT002380,4,Great experience overall,2025-09-22,Positive
REV01139,DP03287,APT005529,4,Clean clinic and professional team,2025-01-29,Positive
REV01140,DP02563,APT002698,5,Very satisfied with the treatment,2023-10-23,Positive
REV01141,DP00349,APT000539,4,Treatment was fine,2023-04-12,Neutral
REV01142,DP02098,APT001896,4,Great experience overall,2024-10-13,Positive
REV01143,DP02094,APT000299,3,Treatment was fine,2025-07-05,Neutral
REV01144,DP00936,APT005414,4,Nothing special but acceptable,2023-12-16,Neutral
REV01145,DP00910,APT002118,5,Clean clinic and professional team,2025-12-02,Positive
REV01146,DP02408,APT001680,4,Highly recommend this clinic,2024-07-22,Positive
REV01147,DP00453,APT001494,2,Very long waiting time,2023-11-02,Negative
REV01148,DP03468,APT003976,5,Clean clinic and professional team,2024-08-29,Positive
REV01149,DP00604,APT001067,5,Quick and painless procedure,2023-07-29,Positive
REV01150,DP00922,APT004055,1,Too expensive for the service,2024-04-01,Negative
REV01151,DP02678,APT006552,5,Excellent service and very friendly staff,2023-01-06,Positive
REV01152,DP03166,APT006595,4,Highly recommend this clinic,2024-12-06,Positive
REV01153,DP01825,APT000595,4,Great experience overall,2024-03-29,Positive
REV01154,DP00409,APT000541,4,Nothing special but acceptable,2025-07-02,Neutral
REV01155,DP03039,APT002490,1,Very long waiting time,2023-07-03,Negative
REV01156,DP02299,APT001925,5,Quick and painless procedure,2024-06-05,Positive
REV01157,DP03242,APT005558,5,Clean clinic and professional team,2025-11-06,Positive
REV01158,DP03413,APT002251,5,Doctor explained everything clearly,2023-05-31,Positive
REV01159,DP01669,APT001682,5,Clean clinic and professional team,2024-01-23,Positive
REV01160,DP01979,APT000618,1,Very long waiting time,2025-01-22,Negative
REV01161,DP02373,APT002592,5,Great experience overall,2023-12-24,Positive
REV01162,DP00123,APT005079,4,Quick and painless procedure,2025-12-13,Positive
REV01163,DP00892,APT002916,5,Clean clinic and professional team,2025-10-17,Positive
REV01164,DP00694,APT000066,5,Quick and painless procedure,2023-08-14,Positive
REV01165,DP03483,APT000240,4,Excellent service and very friendly staff,2023-10-21,Positive
REV01166,DP01070,APT005072,4,Clean clinic and professional team,2024-04-20,Positive
REV01167,DP03085,APT006368,4,Service was okay,2024-06-11,Neutral
REV01168,DP00774,APT006409,3,Nothing special but acceptable,2024-09-05,Neutral
REV01169,DP02096,APT003365,5,Great experience overall,2024-12-12,Positive
REV01170,DP02206,APT001361,5,Very satisfied with the treatment,2024-10-04,Positive
REV01171,DP02094,APT003840,4,Excellent service and very friendly staff,2023-04-16,Positive
REV01172,DP00975,APT001025,4,Great experience overall,2023-03-28,Positive
REV01173,DP01208,APT001077,4,Nothing special but acceptable,2023-11-25,Neutral
REV01174,DP03342,APT005319,4,Quick and painless procedure,2023-01-20,Positive
REV01175,DP03477,APT002163,4,Waiting time was a bit long,2024-08-19,Neutral
REV01176,DP01772,APT006237,4,Doctor explained everything clearly,2024-04-03,Positive
REV01177,DP00890,APT000643,1,Not satisfied with treatment,2025-07-22,Negative
REV01178,DP02850,APT004995,3,Treatment was fine,2023-11-02,Neutral
REV01179,DP00603,APT006368,1,Uncomfortable experience,2024-05-11,Negative
REV01180,DP00137,APT003034,5,Excellent service and very friendly staff,2024-11-25,Positive
REV01181,DP01995,APT003595,5,Doctor explained everything clearly,2024-11-22,Positive
REV01182,DP00918,APT000276,2,Very long waiting time,2023-10-12,Negative
REV01183,DP03325,APT004315,2,Uncomfortable experience,2025-01-25,Negative
REV01184,DP03312,APT001059,5,Great experience overall,2025-10-03,Positive
REV01185,DP02763,APT001134,5,Clean clinic and professional team,2024-03-02,Positive
REV01186,DP00416,APT006518,4,Treatment was fine,2024-09-21,Neutral
