review_id,auction_id,reviewer_id,reviewee_id,rating,review_text,review_date
REV00287,AUC00504,USER02935,USER01869,4,"Great experience, smooth transaction!",2024-10-05 15:59:00
REV00288,AUC00507,USER00076,USER00788,2,Poor communication from seller.,2023-08-15 15:50:00
REV00289,AUC00510,USER01466,USER01022,5,"Item exactly as described, very happy.",2025-08-24 05:45:00
REV00290,AUC00511,USER02624,USER01970,4,"Item exactly as described, very happy.",2022-05-20 02:24:00
REV00291,AUC00512,USER00479,USER00482,4,Fast delivery and excellent communication.,2024-03-14 17:36:00
REV00292,AUC00513,USER00780,USER01556,4,Very professional and reliable.,2025-08-06 17:41:00
REV00293,AUC00514,USER02319,USER02548,5,Highly recommended seller.,2022-10-18 04:56:00
REV00294,AUC00515,USER00564,USER00663,3,"Item was okay, delivery was a bit late.",2024-06-06 08:18:00
REV00295,AUC00516,USER00890,USER02338,3,Product was fine but packaging could improve.,2023-08-14 06:05:00
REV00296,AUC00517,USER02993,USER02812,2,"Item not as described, disappointed.",2023-04-17 01:40:00
REV00297,AUC00518,USER02000,USER00223,3,"Item was okay, delivery was a bit late.",2022-02-20 02:12:00
REV00298,AUC00521,USER00448,USER00248,5,"Great experience, smooth transaction!",2025-09-03 04:42:00
REV00299,AUC00522,USER02729,USER01142,3,"Average experience, nothing special.",2024-05-03 02:42:00
REV00300,AUC00524,USER00785,USER01472,3,"Item was okay, delivery was a bit late.",2023-05-25 03:02:00
REV00301,AUC00527,USER01171,USER01051,5,Very professional and reliable.,2025-12-14 22:40:00
REV00302,AUC00528,USER02496,USER02657,5,"Great experience, smooth transaction!",2025-06-04 22:42:00
REV00303,AUC00530,USER00590,USER00328,5,"Great experience, smooth transaction!",2024-07-01 11:28:00
REV00304,AUC00532,USER00644,USER01084,5,Highly recommended seller.,2024-05-07 02:50:00
REV00305,AUC00533,USER01514,USER00759,5,"Great experience, smooth transaction!",2023-06-09 21:20:00
REV00306,AUC00534,USER01354,USER00622,5,"Item exactly as described, very happy.",2023-05-07 16:28:00
REV00307,AUC00535,USER02898,USER01869,4,"Great experience, smooth transaction!",2025-07-12 08:42:00
REV00308,AUC00536,USER01466,USER02916,5,"Item exactly as described, very happy.",2023-08-21 02:06:00
REV00309,AUC00537,USER01296,USER00371,2,Delivery was very late.,2024-03-01 01:35:00
REV00310,AUC00539,USER00926,USER02608,5,"Great experience, smooth transaction!",2024-06-04 02:56:00
REV00311,AUC00544,USER02974,USER00891,5,Highly recommended seller.,2024-07-18 13:54:00
REV00312,AUC00545,USER00684,USER02166,2,Poor communication from seller.,2023-04-02 22:20:00
REV00313,AUC00546,USER02885,USER01279,3,Product was fine but packaging could improve.,2025-03-29 20:46:00
REV00314,AUC00547,USER02345,USER02336,5,Very professional and reliable.,2022-02-09 23:21:00
REV00315,AUC00550,USER02976,USER02411,5,Fast delivery and excellent communication.,2022-02-01 04:25:00
REV00316,AUC00553,USER01119,USER00553,4,"Item exactly as described, very happy.",2024-08-24 01:41:00
REV00317,AUC00554,USER01283,USER01402,5,Fast delivery and excellent communication.,2022-06-09 18:51:00
REV00318,AUC00556,USER01661,USER00463,2,Not satisfied with the purchase.,2024-11-21 23:13:00
REV00319,AUC00557,USER00494,USER02763,3,Product was fine but packaging could improve.,2025-09-01 06:39:00
REV00320,AUC00559,USER02830,USER01235,4,"Item exactly as described, very happy.",2022-06-12 04:59:00
REV00321,AUC00562,USER02964,USER00341,5,"Great experience, smooth transaction!",2025-04-07 17:30:00
REV00322,AUC00565,USER02130,USER01179,5,"Great experience, smooth transaction!",2023-02-26 02:30:00
REV00323,AUC00568,USER02970,USER02087,2,"Item not as described, disappointed.",2023-06-20 03:14:00
REV00324,AUC00569,USER02194,USER02367,3,"Item was okay, delivery was a bit late.",2024-09-03 10:19:00
REV00325,AUC00570,USER01447,USER01869,3,"Item was okay, delivery was a bit late.",2024-02-28 23:30:00
REV00326,AUC00574,USER01698,USER00524,3,Product was fine but packaging could improve.,2024-05-03 02:45:00
REV00327,AUC00575,USER00138,USER01282,4,Very professional and reliable.,2022-11-29 23:01:00
REV00328,AUC00576,USER02530,USER01424,5,Very professional and reliable.,2022-10-09 16:36:00
REV00329,AUC00578,USER02074,USER02632,1,"Item not as described, disappointed.",2022-02-13 10:48:00
REV00330,AUC00582,USER01048,USER00017,4,"Item exactly as described, very happy.",2024-11-06 02:17:00
REV00331,AUC00584,USER00615,USER02113,4,"Item exactly as described, very happy.",2025-10-27 21:34:00
REV00332,AUC00586,USER02699,USER01375,5,"Great experience, smooth transaction!",2024-12-25 00:18:00
REV00333,AUC00588,USER02812,USER00843,2,"Item not as described, disappointed.",2025-02-16 07:58:00
REV00334,AUC00589,USER01730,USER02419,5,Highly recommended seller.,2024-09-27 14:21:00
REV00335,AUC00590,USER00983,USER00692,1,Poor communication from seller.,2022-05-06 18:32:00
REV00336,AUC00591,USER00180,USER02210,5,Highly recommended seller.,2025-11-15 15:19:00
REV00337,AUC00594,USER02086,USER00304,4,"Great experience, smooth transaction!",2025-04-14 18:41:00
REV00338,AUC00596,USER00538,USER01307,3,Product was fine but packaging could improve.,2022-12-19 12:53:00
REV00339,AUC00597,USER00584,USER01961,3,"Average experience, nothing special.",2025-12-25 09:38:00
REV00340,AUC00600,USER00373,USER02267,5,Very professional and reliable.,2025-07-06 07:45:00
REV00341,AUC00601,USER00456,USER01423,5,Fast delivery and excellent communication.,2025-03-26 21:43:00
REV00342,AUC00602,USER02359,USER01642,3,"Average experience, nothing special.",2023-02-06 16:43:00
REV00343,AUC00603,USER00882,USER00672,1,Delivery was very late.,2024-01-08 21:01:00
REV00344,AUC00605,USER00847,USER01562,5,Very professional and reliable.,2025-05-09 23:50:00
REV00345,AUC00606,USER02244,USER00816,5,Very professional and reliable.,2022-05-13 01:51:00
REV00346,AUC00607,USER01752,USER02110,4,Fast delivery and excellent communication.,2025-04-06 09:55:00
REV00347,AUC00609,USER02128,USER01358,4,"Item exactly as described, very happy.",2025-08-22 16:52:00
REV00348,AUC00612,USER00162,USER02375,3,Product was fine but packaging could improve.,2022-10-31 02:12:00
REV00349,AUC00614,USER00224,USER02051,5,"Item exactly as described, very happy.",2022-01-21 18:29:00
REV00350,AUC00615,USER00371,USER00260,4,"Great experience, smooth transaction!",2024-07-23 14:57:00
REV00351,AUC00616,USER00233,USER01135,5,Fast delivery and excellent communication.,2023-05-22 03:00:00
REV00352,AUC00617,USER00271,USER02152,5,Fast delivery and excellent communication.,2023-12-03 11:33:00
REV00353,AUC00618,USER00453,USER00760,4,Very professional and reliable.,2023-02-12 10:16:00
REV00354,AUC00619,USER00589,USER02439,5,Highly recommended seller.,2026-01-06 23:23:00
REV00355,AUC00620,USER00058,USER00569,3,"Average experience, nothing special.",2022-02-25 11:20:00
REV00356,AUC00621,USER01055,USER00896,5,"Item exactly as described, very happy.",2023-09-30 15:06:00
REV00357,AUC00632,USER01699,USER02625,4,"Great experience, smooth transaction!",2024-05-16 05:06:00
REV00358,AUC00633,USER02438,USER00588,4,Highly recommended seller.,2023-01-01 02:40:00
REV00359,AUC00634,USER02584,USER00057,4,Highly recommended seller.,2023-12-17 07:47:00
REV00360,AUC00635,USER00992,USER02409,3,"Average experience, nothing special.",2024-11-13 01:56:00
REV00361,AUC00637,USER02818,USER02812,3,Product was fine but packaging could improve.,2025-10-02 21:56:00
REV00362,AUC00638,USER02804,USER01656,4,"Item exactly as described, very happy.",2022-04-15 21:29:00
REV00363,AUC00639,USER00143,USER01119,4,Very professional and reliable.,2024-02-02 22:42:00
REV00364,AUC00640,USER01172,USER00668,3,Product was fine but packaging could improve.,2022-09-21 10:38:00
REV00365,AUC00641,USER00479,USER00770,3,Product was fine but packaging could improve.,2024-05-25 09:20:00
REV00366,AUC00646,USER01186,USER01335,5,"Great experience, smooth transaction!",2024-09-08 20:24:00
REV00367,AUC00647,USER00182,USER00308,5,Highly recommended seller.,2024-07-03 05:14:00
REV00368,AUC00648,USER00326,USER02552,4,Fast delivery and excellent communication.,2025-01-20 09:44:00
REV00369,AUC00649,USER01774,USER02023,3,"Average experience, nothing special.",2022-09-20 00:12:00
REV00370,AUC00651,USER02011,USER01721,3,"Item was okay, delivery was a bit late.",2022-06-07 09:36:00
REV00371,AUC00652,USER01367,USER02244,4,Very professional and reliable.,2023-09-09 21:00:00
REV00372,AUC00653,USER02716,USER00957,2,Poor communication from seller.,2022-11-09 18:50:00
REV00373,AUC00654,USER00966,USER00409,3,"Item was okay, delivery was a bit late.",2023-03-16 08:00:00
REV00374,AUC00657,USER00355,USER00023,2,Delivery was very late.,2023-08-15 00:33:00
REV00375,AUC00660,USER01422,USER02322,5,"Item exactly as described, very happy.",2023-01-30 06:19:00
REV00376,AUC00663,USER02289,USER01933,5,"Great experience, smooth transaction!",2022-07-08 14:06:00
REV00377,AUC00664,USER00717,USER01383,5,"Great experience, smooth transaction!",2025-06-12 08:57:00
REV00378,AUC00665,USER02123,USER01104,2,Not satisfied with the purchase.,2025-02-11 03:50:00
REV00379,AUC00666,USER02086,USER02984,3,Product was fine but packaging could improve.,2025-04-29 13:20:00
REV00380,AUC00667,USER02408,USER01007,1,Not satisfied with the purchase.,2023-11-21 10:17:00
REV00381,AUC00670,USER02189,USER01589,5,Highly recommended seller.,2023-01-21 15:34:00
REV00382,AUC00672,USER01532,USER01416,4,"Great experience, smooth transaction!",2024-06-05 01:39:00
REV00383,AUC00673,USER01917,USER00915,3,"Item was okay, delivery was a bit late.",2022-12-30 01:24:00
REV00384,AUC00674,USER01964,USER02949,4,Very professional and reliable.,2025-04-26 02:13:00
REV00385,AUC00675,USER01327,USER01229,5,"Item exactly as described, very happy.",2025-02-01 06:51:00
REV00386,AUC00676,USER01686,USER00413,4,"Great experience, smooth transaction!",2022-08-14 13:26:00
REV00387,AUC00677,USER01079,USER02846,5,Fast delivery and excellent communication.,2025-09-27 09:14:00
REV00388,AUC00679,USER01132,USER00785,3,"Average experience, nothing special.",2024-01-19 21:15:00
REV00389,AUC00680,USER01602,USER01896,2,Not satisfied with the purchase.,2022-09-17 17:07:00
REV00390,AUC00681,USER01825,USER01703,4,Highly recommended seller.,2024-05-20 19:45:00
REV00391,AUC00683,USER00203,USER00179,4,"Great experience, smooth transaction!",2023-11-03 07:09:00
REV00392,AUC00684,USER00203,USER01003,3,"Item was okay, delivery was a bit late.",2022-11-06 17:34:00
REV00393,AUC00685,USER01112,USER01667,5,Very professional and reliable.,2025-07-23 00:12:00
REV00394,AUC00686,USER01559,USER01555,4,"Item exactly as described, very happy.",2023-09-13 01:24:00
REV00395,AUC00689,USER02612,USER02676,5,"Great experience, smooth transaction!",2024-01-27 14:34:00
REV00396,AUC00690,USER01614,USER00842,5,"Great experience, smooth transaction!",2024-07-12 08:55:00
REV00397,AUC00692,USER00430,USER01814,5,"Item exactly as described, very happy.",2022-02-27 11:42:00
REV00398,AUC00696,USER00218,USER00630,4,Highly recommended seller.,2023-09-11 22:03:00
REV00399,AUC00697,USER00782,USER02949,4,Very professional and reliable.,2023-06-25 14:50:00
REV00400,AUC00698,USER01473,USER02471,5,"Great experience, smooth transaction!",2025-08-15 07:43:00
REV00401,AUC00702,USER02285,USER00230,4,Highly recommended seller.,2023-10-08 20:08:00
REV00402,AUC00703,USER00535,USER01284,4,Highly recommended seller.,2023-10-10 17:23:00
REV00403,AUC00704,USER00628,USER01380,3,"Average experience, nothing special.",2023-12-19 09:48:00
REV00404,AUC00706,USER00075,USER01196,4,"Great experience, smooth transaction!",2022-08-20 15:25:00
REV00405,AUC00707,USER00240,USER00963,2,"Item not as described, disappointed.",2025-10-26 07:55:00
REV00406,AUC00708,USER00512,USER00366,3,"Item was okay, delivery was a bit late.",2024-06-22 09:21:00
REV00407,AUC00710,USER01322,USER02165,5,"Item exactly as described, very happy.",2025-03-31 07:22:00
REV00408,AUC00715,USER02570,USER00749,2,"Item not as described, disappointed.",2023-09-09 10:01:00
REV00409,AUC00716,USER00953,USER01480,5,Very professional and reliable.,2025-12-29 02:50:00
REV00410,AUC00719,USER00577,USER01953,4,Very professional and reliable.,2024-11-03 05:04:00
REV00411,AUC00720,USER00953,USER02416,5,Fast delivery and excellent communication.,2022-04-18 14:22:00
REV00412,AUC00721,USER00619,USER02768,4,Very professional and reliable.,2022-03-14 08:21:00
REV00413,AUC00722,USER02048,USER02994,5,Fast delivery and excellent communication.,2022-08-02 00:57:00
REV00414,AUC00724,USER00484,USER01890,5,Very professional and reliable.,2023-12-13 07:00:00
REV00415,AUC00725,USER00450,USER01605,4,"Great experience, smooth transaction!",2023-04-27 05:43:00
REV00416,AUC00726,USER00467,USER00178,5,Very professional and reliable.,2025-03-15 07:51:00
REV00417,AUC00727,USER00325,USER00979,5,"Great experience, smooth transaction!",2024-02-20 02:43:00
REV00418,AUC00728,USER01032,USER02203,5,"Item exactly as described, very happy.",2023-10-21 05:34:00
REV00419,AUC00729,USER01660,USER00434,2,"Item not as described, disappointed.",2025-12-28 04:43:00
REV00420,AUC00731,USER01354,USER00695,4,"Item exactly as described, very happy.",2024-01-20 09:21:00
REV00421,AUC00733,USER01565,USER01991,4,Very professional and reliable.,2023-07-29 18:57:00
REV00422,AUC00736,USER00276,USER02962,3,"Average experience, nothing special.",2022-10-31 22:14:00
REV00423,AUC00737,USER01041,USER01040,5,"Item exactly as described, very happy.",2024-01-03 14:34:00
REV00424,AUC00738,USER00527,USER01347,3,"Item was okay, delivery was a bit late.",2024-09-16 11:08:00
REV00425,AUC00739,USER00982,USER00020,4,"Item exactly as described, very happy.",2022-06-24 23:23:00
REV00426,AUC00742,USER00640,USER00705,4,"Great experience, smooth transaction!",2025-08-10 12:09:00
REV00427,AUC00743,USER00615,USER00442,3,"Average experience, nothing special.",2024-02-16 02:59:00
REV00428,AUC00744,USER01050,USER02425,4,"Item exactly as described, very happy.",2023-01-22 08:00:00
REV00429,AUC00745,USER00077,USER01232,5,Highly recommended seller.,2025-05-24 23:39:00
REV00430,AUC00747,USER02680,USER02250,4,"Great experience, smooth transaction!",2024-08-01 18:11:00
REV00431,AUC00748,USER01318,USER01802,4,"Item exactly as described, very happy.",2022-07-27 09:08:00
REV00432,AUC00750,USER01144,USER00988,4,Fast delivery and excellent communication.,2023-05-01 20:12:00
REV00433,AUC00755,USER00695,USER02942,4,Very professional and reliable.,2025-10-10 08:33:00
REV00434,AUC00760,USER02507,USER02259,2,Delivery was very late.,2022-07-09 09:03:00
REV00435,AUC00762,USER02859,USER02894,4,"Great experience, smooth transaction!",2024-01-18 11:31:00
REV00436,AUC00763,USER00516,USER00730,5,"Item exactly as described, very happy.",2022-01-30 23:04:00
REV00437,AUC00765,USER01121,USER00248,5,Fast delivery and excellent communication.,2022-04-16 04:28:00
REV00438,AUC00769,USER00891,USER02544,5,Very professional and reliable.,2024-03-20 07:50:00
REV00439,AUC00772,USER00958,USER02667,5,Highly recommended seller.,2023-02-18 10:41:00
REV00440,AUC00773,USER01874,USER00567,5,"Item exactly as described, very happy.",2023-05-04 01:26:00
REV00441,AUC00774,USER00317,USER01394,5,"Item exactly as described, very happy.",2023-09-10 05:35:00
REV00442,AUC00778,USER01592,USER02334,4,Very professional and reliable.,2022-08-02 08:28:00
REV00443,AUC00779,USER00873,USER01664,3,"Average experience, nothing special.",2023-10-13 07:35:00
REV00444,AUC00780,USER02292,USER00386,4,Very professional and reliable.,2022-02-21 20:00:00
REV00445,AUC00781,USER02636,USER02109,4,Very professional and reliable.,2022-03-24 14:00:00
REV00446,AUC00782,USER02047,USER02310,5,Very professional and reliable.,2022-11-12 02:35:00
REV00447,AUC00783,USER02127,USER01986,5,Very professional and reliable.,2025-01-29 23:13:00
REV00448,AUC00784,USER02339,USER01046,4,"Great experience, smooth transaction!",2022-09-18 08:38:00
REV00449,AUC00787,USER00850,USER00780,5,Very professional and reliable.,2024-11-08 04:35:00
REV00450,AUC00789,USER02678,USER02044,5,Highly recommended seller.,2023-09-21 18:02:00
REV00451,AUC00790,USER00210,USER01676,4,"Item exactly as described, very happy.",2025-04-05 03:22:00
REV00452,AUC00791,USER01147,USER00017,3,Product was fine but packaging could improve.,2023-09-06 15:01:00
REV00453,AUC00792,USER02736,USER00903,4,"Item exactly as described, very happy.",2024-08-15 10:03:00
REV00454,AUC00794,USER02319,USER01519,4,"Item exactly as described, very happy.",2023-03-08 14:01:00
REV00455,AUC00795,USER00056,USER01334,5,"Item exactly as described, very happy.",2022-04-08 07:26:00
REV00456,AUC00797,USER01299,USER00586,4,"Great experience, smooth transaction!",2024-10-08 22:49:00
REV00457,AUC00800,USER02033,USER00417,5,"Item exactly as described, very happy.",2024-09-16 23:03:00
REV00458,AUC00803,USER00004,USER00358,4,"Item exactly as described, very happy.",2024-01-09 08:28:00
REV00459,AUC00804,USER02453,USER01370,2,Delivery was very late.,2025-03-08 05:21:00
REV00460,AUC00806,USER00499,USER01456,1,Poor communication from seller.,2024-03-01 20:39:00
REV00461,AUC00808,USER00318,USER01565,3,Product was fine but packaging could improve.,2023-06-26 22:00:00
REV00462,AUC00809,USER00032,USER00794,4,Fast delivery and excellent communication.,2024-07-23 21:20:00
REV00463,AUC00810,USER02919,USER00318,5,"Item exactly as described, very happy.",2023-12-21 21:24:00
REV00464,AUC00812,USER00369,USER01523,5,"Great experience, smooth transaction!",2024-04-08 14:10:00
REV00465,AUC00813,USER01663,USER01290,5,Fast delivery and excellent communication.,2025-04-17 07:52:00
REV00466,AUC00818,USER01545,USER02768,5,"Great experience, smooth transaction!",2025-12-20 20:10:00
REV00467,AUC00819,USER00760,USER01399,1,"Item not as described, disappointed.",2024-02-20 00:32:00
REV00468,AUC00820,USER01009,USER01841,5,Fast delivery and excellent communication.,2023-07-19 13:40:00
REV00469,AUC00821,USER01251,USER02334,2,"Item not as described, disappointed.",2022-04-09 02:28:00
REV00470,AUC00823,USER01988,USER00387,5,Highly recommended seller.,2022-12-20 00:57:00
REV00471,AUC00826,USER01571,USER01446,4,"Item exactly as described, very happy.",2022-07-29 15:08:00
REV00472,AUC00829,USER02776,USER02930,5,Highly recommended seller.,2024-04-06 21:02:00
REV00473,AUC00831,USER00699,USER02176,4,Fast delivery and excellent communication.,2023-09-02 23:03:00
REV00474,AUC00832,USER00485,USER00335,5,"Great experience, smooth transaction!",2025-07-27 18:04:00
REV00475,AUC00833,USER02488,USER01768,5,Very professional and reliable.,2022-06-19 20:15:00
REV00476,AUC00834,USER00509,USER01295,4,Very professional and reliable.,2023-08-09 17:55:00
REV00477,AUC00836,USER01446,USER02571,5,Highly recommended seller.,2025-04-17 03:47:00
REV00478,AUC00839,USER00104,USER02312,5,Fast delivery and excellent communication.,2022-05-20 08:15:00
REV00479,AUC00844,USER00192,USER00407,4,Very professional and reliable.,2023-06-17 20:26:00
REV00480,AUC00845,USER02030,USER02063,5,"Item exactly as described, very happy.",2023-11-14 02:07:00
REV00481,AUC00847,USER00267,USER01860,5,Highly recommended seller.,2022-12-22 14:56:00
REV00482,AUC00849,USER01107,USER01211,5,"Great experience, smooth transaction!",2023-04-26 03:58:00
REV00483,AUC00851,USER02174,USER00699,5,Very professional and reliable.,2022-08-17 14:19:00
REV00484,AUC00853,USER01595,USER00463,5,"Item exactly as described, very happy.",2024-06-20 15:18:00
REV00485,AUC00854,USER02182,USER00963,3,"Average experience, nothing special.",2022-09-02 17:19:00
REV00486,AUC00855,USER00881,USER01676,4,Very professional and reliable.,2024-06-22 09:41:00
REV00487,AUC00856,USER01999,USER02673,5,Highly recommended seller.,2023-11-03 08:30:00
REV00488,AUC00857,USER02623,USER00822,2,Not satisfied with the purchase.,2023-05-19 12:07:00
REV00489,AUC00860,USER00094,USER00463,5,Very professional and reliable.,2024-01-16 03:01:00
REV00490,AUC00861,USER01271,USER02652,2,Poor communication from seller.,2025-08-26 09:48:00
REV00491,AUC00862,USER02297,USER01322,3,"Average experience, nothing special.",2022-08-26 09:38:00
REV00492,AUC00863,USER00463,USER00327,4,"Great experience, smooth transaction!",2023-04-12 18:27:00
REV00493,AUC00864,USER02596,USER02609,4,"Great experience, smooth transaction!",2025-11-14 14:49:00
REV00494,AUC00865,USER02337,USER02968,5,Very professional and reliable.,2023-11-27 06:05:00
REV00495,AUC00867,USER00960,USER01142,5,"Great experience, smooth transaction!",2024-03-28 15:31:00
REV00496,AUC00872,USER01822,USER00752,5,"Item exactly as described, very happy.",2025-11-18 12:34:00
REV00497,AUC00874,USER02139,USER00020,4,Very professional and reliable.,2022-02-06 16:24:00
REV00498,AUC00875,USER01075,USER00804,3,"Item was okay, delivery was a bit late.",2023-12-03 20:05:00
REV00499,AUC00876,USER02950,USER00040,5,Highly recommended seller.,2025-07-08 12:50:00
REV00500,AUC00877,USER00844,USER02692,3,"Average experience, nothing special.",2025-06-26 18:37:00
REV00501,AUC00878,USER01148,USER01487,2,Not satisfied with the purchase.,2024-06-17 14:42:00
REV00502,AUC00880,USER01142,USER00295,2,Poor communication from seller.,2024-02-28 04:02:00
REV00503,AUC00881,USER01448,USER00065,4,Fast delivery and excellent communication.,2023-01-12 09:57:00
REV00504,AUC00882,USER01087,USER00498,4,Very professional and reliable.,2023-02-15 21:06:00
REV00505,AUC00884,USER01939,USER02860,2,Poor communication from seller.,2024-09-19 12:14:00
REV00506,AUC00885,USER02305,USER01439,5,Highly recommended seller.,2023-04-20 03:33:00
REV00507,AUC00886,USER00236,USER00492,4,Highly recommended seller.,2023-09-19 11:33:00
REV00508,AUC00887,USER02924,USER01100,5,Fast delivery and excellent communication.,2025-04-20 07:04:00
REV00509,AUC00888,USER00728,USER00567,2,Poor communication from seller.,2023-11-04 21:00:00
REV00510,AUC00889,USER00895,USER00700,4,Very professional and reliable.,2023-12-11 19:47:00
REV00511,AUC00890,USER02484,USER02126,5,Highly recommended seller.,2024-01-04 07:36:00
REV00512,AUC00897,USER02714,USER02420,4,"Great experience, smooth transaction!",2025-09-28 02:10:00
REV00513,AUC00900,USER02111,USER01923,5,"Great experience, smooth transaction!",2023-01-18 14:44:00
REV00514,AUC00903,USER02755,USER01978,5,Fast delivery and excellent communication.,2023-02-04 02:44:00
REV00515,AUC00904,USER01347,USER02256,5,Highly recommended seller.,2022-01-20 11:02:00
REV00516,AUC00906,USER00616,USER01725,5,Fast delivery and excellent communication.,2023-12-06 03:20:00
REV00517,AUC00907,USER00001,USER02037,3,"Item was okay, delivery was a bit late.",2025-09-25 22:00:00
REV00518,AUC00908,USER02562,USER02904,4,"Great experience, smooth transaction!",2025-06-29 13:20:00
REV00519,AUC00911,USER00940,USER02825,4,Fast delivery and excellent communication.,2024-01-05 06:22:00
REV00520,AUC00913,USER01741,USER02618,5,"Great experience, smooth transaction!",2025-09-30 05:34:00
REV00521,AUC00915,USER00151,USER00490,4,Very professional and reliable.,2024-11-09 07:21:00
REV00522,AUC00917,USER02440,USER00656,4,"Great experience, smooth transaction!",2022-08-27 16:27:00
REV00523,AUC00919,USER02454,USER01152,3,"Average experience, nothing special.",2025-05-14 17:00:00
REV00524,AUC00920,USER02999,USER00582,5,Very professional and reliable.,2023-02-21 00:08:00
REV00525,AUC00922,USER02671,USER01634,5,"Item exactly as described, very happy.",2022-05-05 13:17:00
REV00526,AUC00923,USER02026,USER00044,4,"Item exactly as described, very happy.",2024-02-16 13:14:00
REV00527,AUC00924,USER00397,USER02687,4,"Great experience, smooth transaction!",2025-06-17 08:37:00
REV00528,AUC00927,USER02490,USER01832,5,Highly recommended seller.,2022-12-07 13:12:00
REV00529,AUC00928,USER00815,USER01271,2,Delivery was very late.,2022-06-17 14:41:00
REV00530,AUC00929,USER02406,USER02945,1,Not satisfied with the purchase.,2022-10-20 00:30:00
REV00531,AUC00930,USER01519,USER01749,3,"Average experience, nothing special.",2024-07-18 19:13:00
REV00532,AUC00931,USER02594,USER02207,5,"Great experience, smooth transaction!",2022-04-06 15:30:00
REV00533,AUC00934,USER00406,USER02622,5,"Great experience, smooth transaction!",2024-10-16 00:35:00
REV00534,AUC00936,USER00244,USER00468,4,Very professional and reliable.,2023-12-08 15:39:00
REV00535,AUC00937,USER01647,USER01287,5,Very professional and reliable.,2023-06-18 23:15:00
REV00536,AUC00939,USER00562,USER02535,4,Highly recommended seller.,2022-12-07 15:49:00
REV00537,AUC00940,USER01649,USER02227,4,"Great experience, smooth transaction!",2022-07-05 06:03:00
REV00538,AUC00941,USER01117,USER00964,4,Very professional and reliable.,2025-11-11 21:20:00
REV00539,AUC00943,USER00329,USER01041,5,"Great experience, smooth transaction!",2022-01-22 03:57:00
REV00540,AUC00945,USER02941,USER01814,1,"Item not as described, disappointed.",2024-02-14 17:37:00
REV00541,AUC00946,USER02056,USER01007,4,Very professional and reliable.,2025-07-21 13:37:00
REV00542,AUC00947,USER00324,USER01198,2,Delivery was very late.,2025-11-04 08:26:00
REV00543,AUC00948,USER01586,USER01347,4,"Item exactly as described, very happy.",2024-12-19 01:38:00
REV00544,AUC00949,USER01428,USER00584,2,Delivery was very late.,2025-11-01 02:53:00
REV00545,AUC00950,USER01340,USER01647,5,Fast delivery and excellent communication.,2023-09-28 07:13:00
REV00546,AUC00955,USER00947,USER00461,4,Fast delivery and excellent communication.,2025-04-11 04:55:00
REV00547,AUC00956,USER02284,USER00337,5,Very professional and reliable.,2022-08-19 14:03:00
REV00548,AUC00960,USER00177,USER02517,5,Fast delivery and excellent communication.,2023-12-15 02:37:00
REV00549,AUC00961,USER01875,USER01860,5,Fast delivery and excellent communication.,2025-12-20 07:51:00
REV00550,AUC00962,USER01421,USER02147,5,Highly recommended seller.,2024-04-21 20:51:00
REV00551,AUC00963,USER02405,USER00406,1,Poor communication from seller.,2023-12-01 06:22:00
REV00552,AUC00965,USER02938,USER01845,5,"Item exactly as described, very happy.",2025-12-21 17:51:00
REV00553,AUC00967,USER01883,USER01036,4,"Great experience, smooth transaction!",2025-09-26 17:28:00
REV00554,AUC00968,USER02853,USER01772,3,Product was fine but packaging could improve.,2023-09-23 08:46:00
REV00555,AUC00969,USER01810,USER02581,3,Product was fine but packaging could improve.,2025-06-07 15:04:00
REV00556,AUC00970,USER00368,USER02550,4,"Item exactly as described, very happy.",2024-07-20 08:18:00
REV00557,AUC00973,USER02479,USER00426,4,Very professional and reliable.,2024-07-14 07:53:00
REV00558,AUC00974,USER00498,USER02963,5,Highly recommended seller.,2025-03-08 19:15:00
REV00559,AUC00975,USER00801,USER00151,5,Very professional and reliable.,2022-08-04 22:56:00
REV00560,AUC00976,USER00916,USER01203,2,"Item not as described, disappointed.",2023-06-11 07:19:00
REV00561,AUC00977,USER00245,USER00063,3,Product was fine but packaging could improve.,2022-07-22 22:45:00
REV00562,AUC00980,USER00909,USER02314,3,"Item was okay, delivery was a bit late.",2023-04-26 07:58:00
REV00563,AUC00981,USER01360,USER01703,2,Poor communication from seller.,2024-12-26 15:33:00
REV00564,AUC00983,USER00720,USER00095,3,"Average experience, nothing special.",2023-11-25 22:14:00
REV00565,AUC00986,USER02866,USER00289,4,Fast delivery and excellent communication.,2024-09-19 12:20:00
REV00566,AUC00987,USER02391,USER01961,5,"Item exactly as described, very happy.",2024-06-18 00:10:00
REV00567,AUC00989,USER00469,USER00509,5,Very professional and reliable.,2025-09-01 04:13:00
REV00568,AUC00991,USER01694,USER00936,5,"Item exactly as described, very happy.",2023-03-13 02:32:00
REV00569,AUC00992,USER01639,USER00468,5,Highly recommended seller.,2025-09-20 22:45:00
REV00570,AUC00993,USER00409,USER01106,1,Delivery was very late.,2022-07-20 04:16:00
REV00571,AUC00994,USER02441,USER00628,4,Very professional and reliable.,2025-03-04 03:08:00
REV00572,AUC00996,USER01983,USER02676,5,Fast delivery and excellent communication.,2025-03-05 19:07:00
REV00573,AUC00997,USER02408,USER00502,3,"Item was okay, delivery was a bit late.",2023-01-17 02:38:00
